Station: Davos-Seehornwald
Rural, > 1000 m
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];PM10 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2024 01:00;57.7;1.9;1.2;1.9;-2.2;0.0;-0.6
01.01.2024 02:00;55.2;2.1;1.5;2.1;-2.8;0.0;-0.7
01.01.2024 03:00;49.9;3.7;2.2;3.7;-3.3;0.0;-0.7
01.01.2024 04:00;52.1;4.5;3.0;4.6;-4.2;0.0;-1.1
01.01.2024 05:00;65.8;0.7;0.2;0.7;-5.2;0.0;-1.3
01.01.2024 06:00;67.1;0.7;0.4;0.7;-5.6;0.0;-0.8
01.01.2024 07:00;64.0;3.4;0.3;3.5;-5.7;0.0;-0.6
01.01.2024 08:00;58.4;5.4;0.3;5.4;-5.9;0.0;-0.6
01.01.2024 09:00;61.8;1.7;0.3;1.8;-5.7;0.0;22.6
01.01.2024 10:00;59.0;2.9;0.4;3.4;-5.3;0.0;73.9
01.01.2024 11:00;57.8;3.4;0.5;4.4;-4.3;0.0;169.3
01.01.2024 12:00;53.2;4.9;0.7;7.2;-3.3;0.0;301.3
01.01.2024 13:00;61.4;1.8;0.4;2.5;-2.3;0.0;272.5
01.01.2024 14:00;63.6;1.4;0.5;1.7;-2.4;0.0;129.9
01.01.2024 15:00;62.6;4.3;0.6;5.2;-2.3;0.0;118.1
01.01.2024 16:00;55.4;5.8;0.8;6.7;-2.5;0.0;59.1
01.01.2024 17:00;60.7;2.8;0.8;3.0;-3.4;0.0;13.2
01.01.2024 18:00;61.7;1.6;1.1;1.7;-4.9;0.0;-1.1
01.01.2024 19:00;68.0;1.4;0.6;1.4;-5.3;0.0;-1.0
01.01.2024 20:00;68.7;0.8;0.5;0.9;-5.7;0.0;-1.0
01.01.2024 21:00;68.5;1.3;0.6;1.4;-5.8;0.0;-0.9
01.01.2024 22:00;65.8;2.3;2.4;2.8;-6.4;0.0;-0.9
01.01.2024 23:00;71.4;0.4;0.3;0.5;-5.6;0.0;-0.9
02.01.2024 00:00;70.3;0.4;0.3;0.5;-6.8;0.0;-1.1
02.01.2024 01:00;72.2;0.7;0.2;0.8;-6.6;0.0;-0.5
02.01.2024 02:00;75.6;0.2;0.2;0.3;-6.0;0.0;-0.7
02.01.2024 03:00;75.9;0.5;0.4;0.6;-5.9;0.0;-0.7
02.01.2024 04:00;71.8;2.3;0.4;2.6;-6.6;0.0;-0.2
02.01.2024 05:00;73.8;1.2;0.2;1.2;-6.1;0.0;-0.1
02.01.2024 06:00;70.4;3.6;0.2;3.7;-5.8;0.0;0.0
02.01.2024 07:00;63.4;7.4;0.4;7.7;-5.1;0.0;0.1
02.01.2024 08:00;70.7;2.6;0.4;2.7;-4.3;0.0;0.4
02.01.2024 09:00;73.9;1.8;0.4;1.8;-3.0;0.0;20.2
02.01.2024 10:00;69.6;4.0;0.6;4.7;-1.8;0.0;84.9
02.01.2024 11:00;60.9;6.9;1.1;8.8;-1.6;0.0;154.6
02.01.2024 12:00;58.5;12.1;1.3;16.6;-1.0;0.0;267.7
02.01.2024 13:00;55.6;12.9;1.8;18.3;1.3;0.0;288.2
02.01.2024 14:00;64.3;8.0;1.3;11.1;2.1;0.0;280.5
02.01.2024 15:00;65.8;6.1;0.7;7.3;2.2;0.0;145.4
02.01.2024 16:00;57.2;11.4;1.9;13.0;1.1;0.0;66.6
02.01.2024 17:00;70.2;2.0;0.6;2.2;1.8;0.0;10.4
02.01.2024 18:00;63.1;5.0;0.6;5.4;0.7;0.0;-0.5
02.01.2024 19:00;59.5;6.7;1.0;8.0;0.4;0.0;0.0
02.01.2024 20:00;52.0;11.3;1.5;11.4;-0.1;0.0;0.0
02.01.2024 21:00;46.9;15.9;3.8;16.0;-0.2;0.0;0.0
02.01.2024 22:00;58.2;8.9;2.8;9.0;0.4;0.0;0.2
02.01.2024 23:00;72.3;1.5;0.7;1.5;1.4;0.0;-0.1
03.01.2024 00:00;68.9;1.8;0.4;1.9;0.1;0.0;-0.5
03.01.2024 01:00;62.8;4.0;0.8;4.1;-0.4;0.0;-0.1
03.01.2024 02:00;60.8;4.1;0.8;4.1;-1.2;0.0;-1.4
03.01.2024 03:00;67.6;1.3;0.7;1.3;-1.3;0.0;0.0
03.01.2024 04:00;67.7;1.0;0.7;1.0;-1.2;0.4;0.0
03.01.2024 05:00;65.1;1.0;0.2;1.1;-1.0;0.0;-0.5
03.01.2024 06:00;58.5;1.4;0.3;1.6;-1.2;0.0;-0.6
03.01.2024 07:00;57.0;3.0;0.4;3.4;-1.6;0.0;-0.7
03.01.2024 08:00;68.5;0.7;0.2;0.8;-0.9;0.0;-0.7
03.01.2024 09:00;65.5;1.8;0.4;2.1;-1.5;0.0;11.2
03.01.2024 10:00;63.6;2.4;0.4;2.7;-1.7;0.0;30.9
03.01.2024 11:00;66.6;1.6;0.2;2.2;-0.2;0.0;214.2
03.01.2024 12:00;64.0;2.4;0.3;3.3;1.4;0.0;355.0
03.01.2024 13:00;66.0;3.8;0.4;5.2;2.8;0.0;375.2
03.01.2024 14:00;70.5;3.3;0.5;4.4;3.0;0.0;340.6
03.01.2024 15:00;73.2;3.6;0.7;4.6;3.2;0.0;255.5
03.01.2024 16:00;69.9;5.9;0.9;6.8;2.3;0.0;134.3
03.01.2024 17:00;72.6;4.1;1.1;4.3;0.4;0.0;14.8
03.01.2024 18:00;74.6;3.7;0.8;3.7;-0.5;0.0;-1.2
03.01.2024 19:00;75.7;2.7;0.9;2.8;-0.4;0.0;-1.2
03.01.2024 20:00;68.1;8.2;1.5;9.0;-1.6;0.0;-1.1
03.01.2024 21:00;72.0;5.5;1.4;5.6;-0.3;0.0;0.5
03.01.2024 22:00;75.9;2.0;1.2;2.0;0.3;0.0;-1.0
03.01.2024 23:00;71.0;2.0;0.4;2.0;-1.3;1.0;-0.2
04.01.2024 00:00;66.4;2.4;0.4;2.4;-1.4;1.4;0.0
04.01.2024 01:00;64.5;1.7;0.3;1.8;-1.4;0.3;0.0
04.01.2024 02:00;64.8;1.7;0.3;1.7;-1.3;0.0;0.0
04.01.2024 03:00;63.5;2.3;0.6;2.3;-1.3;0.7;0.0
04.01.2024 04:00;65.1;0.9;0.1;1.0;-1.3;0.5;0.0
04.01.2024 05:00;54.9;4.0;0.5;4.0;-1.4;0.2;0.0
04.01.2024 06:00;60.4;2.9;0.4;3.0;-1.4;0.1;0.0
04.01.2024 07:00;61.9;1.9;0.2;2.0;-1.7;0.4;0.0
04.01.2024 08:00;59.6;2.4;0.1;2.5;-1.6;0.2;0.1
04.01.2024 09:00;63.2;3.2;0.2;3.3;-1.8;0.6;9.7
04.01.2024 10:00;66.4;1.8;0.1;2.0;-1.7;0.1;67.2
04.01.2024 11:00;60.9;7.6;0.6;9.3;-1.5;0.3;106.0
04.01.2024 12:00;71.4;1.8;0.4;2.3;-1.1;0.1;231.7
04.01.2024 13:00;65.8;3.9;0.5;5.3;-0.2;0.0;328.2
04.01.2024 14:00;68.2;2.2;0.8;3.0;0.2;0.0;276.8
04.01.2024 15:00;69.1;2.0;0.6;2.6;0.1;0.0;201.9
04.01.2024 16:00;64.2;4.4;0.7;5.3;-0.4;0.0;132.5
04.01.2024 17:00;63.9;4.5;0.8;4.8;-2.1;0.0;15.5
04.01.2024 18:00;72.4;0.9;0.3;1.0;-3.2;0.0;-0.9
04.01.2024 19:00;71.9;1.0;0.4;1.1;-3.7;0.0;-1.1
04.01.2024 20:00;74.4;1.4;0.3;1.4;-3.6;0.0;-0.6
04.01.2024 21:00;73.6;1.3;0.3;1.3;-4.0;0.0;-0.7
04.01.2024 22:00;74.8;0.7;0.2;0.7;-3.7;0.0;-1.0
04.01.2024 23:00;73.1;0.4;0.3;0.5;-4.2;0.0;-0.4
05.01.2024 00:00;73.0;0.4;0.4;0.4;-3.8;0.0;-0.6
05.01.2024 01:00;72.5;0.5;0.3;0.5;-3.2;0.0;-1.0
05.01.2024 02:00;74.6;0.4;0.3;0.5;-2.3;0.0;0.2
05.01.2024 03:00;76.0;0.3;0.2;0.3;-1.5;0.0;-0.5
05.01.2024 04:00;74.2;0.7;0.2;0.7;-1.7;0.0;-0.5
05.01.2024 05:00;71.1;0.5;0.2;0.6;-2.1;0.0;-0.2
05.01.2024 06:00;69.6;1.5;0.2;1.6;-2.3;0.0;-0.1
05.01.2024 07:00;73.1;0.7;0.2;0.7;-1.6;0.0;-0.1
05.01.2024 08:00;74.4;1.1;0.4;1.1;-0.5;0.0;0.1
05.01.2024 09:00;71.4;1.5;1.8;1.6;-1.4;0.0;34.0
05.01.2024 10:00;67.6;2.9;1.4;3.3;-0.8;0.0;87.3
05.01.2024 11:00;74.9;1.1;1.1;1.2;0.7;0.0;137.4
05.01.2024 12:00;70.1;3.4;0.4;4.3;1.0;0.0;180.0
05.01.2024 13:00;61.4;11.0;1.2;14.8;1.4;0.0;255.9
05.01.2024 14:00;67.1;7.5;2.1;9.4;1.1;0.0;140.2
05.01.2024 15:00;71.5;2.8;1.3;3.1;0.1;0.1;57.4
05.01.2024 16:00;70.1;3.4;1.8;3.7;-1.4;0.1;35.9
05.01.2024 17:00;68.4;3.2;1.3;3.3;-1.6;0.3;8.2
05.01.2024 18:00;61.1;6.8;2.2;6.9;-1.8;0.2;0.0
05.01.2024 19:00;64.6;3.1;1.1;3.2;-1.8;0.5;0.0
05.01.2024 20:00;61.8;2.3;0.9;2.4;-1.7;0.1;0.0
05.01.2024 21:00;58.2;4.7;1.3;4.7;-1.8;0.4;0.0
05.01.2024 22:00;60.1;2.7;0.9;2.8;-1.7;1.4;0.0
05.01.2024 23:00;56.3;3.5;0.8;3.6;-1.7;1.9;0.0
06.01.2024 00:00;56.0;3.1;0.7;3.1;-1.7;2.0;0.0
06.01.2024 01:00;55.1;2.7;0.4;2.7;-1.8;1.3;0.0
06.01.2024 02:00;55.6;1.9;0.2;1.9;-2.0;1.1;0.0
06.01.2024 03:00;53.3;2.4;0.1;2.4;-2.4;0.4;0.0
06.01.2024 04:00;51.3;2.1;0.1;2.1;-2.6;0.1;0.0
06.01.2024 05:00;46.3;3.5;0.1;3.5;-3.0;0.0;0.0
06.01.2024 06:00;45.6;4.2;0.1;4.2;-3.2;0.0;0.0
06.01.2024 07:00;43.6;5.4;0.2;5.4;-3.3;0.0;0.0
06.01.2024 08:00;41.3;6.7;0.5;6.8;-3.6;0.0;0.0
06.01.2024 09:00;41.0;6.8;0.6;7.2;-3.7;0.0;8.2
06.01.2024 10:00;42.6;6.4;0.7;7.2;-3.7;0.0;36.6
06.01.2024 11:00;43.7;5.3;0.6;6.5;-3.7;0.0;66.9
06.01.2024 12:00;44.3;4.8;0.7;6.2;-3.5;0.0;83.9
06.01.2024 13:00;42.6;5.0;0.9;6.4;-3.5;0.0;75.4
06.01.2024 14:00;43.9;4.5;0.7;5.5;-3.6;0.1;61.3
06.01.2024 15:00;45.5;4.5;0.6;5.3;-3.6;0.0;57.0
06.01.2024 16:00;48.5;3.8;0.4;4.3;-3.6;0.0;33.5
06.01.2024 17:00;52.9;2.9;0.2;3.0;-3.7;0.1;6.4
06.01.2024 18:00;54.0;2.9;0.2;3.0;-3.9;0.0;0.0
06.01.2024 19:00;56.2;2.6;0.3;2.7;-4.1;0.1;0.0
06.01.2024 20:00;56.0;2.6;0.3;2.6;-4.2;0.0;0.0
06.01.2024 21:00;57.6;2.0;0.2;2.1;-4.1;0.0;0.0
06.01.2024 22:00;55.2;2.2;0.3;2.2;-4.3;0.0;0.0
06.01.2024 23:00;55.9;2.1;0.3;2.2;-4.3;0.1;0.0
07.01.2024 00:00;55.2;1.9;0.3;2.0;-4.3;0.0;0.0
07.01.2024 01:00;48.7;2.4;0.4;2.4;-4.8;0.0;0.0
07.01.2024 02:00;47.6;2.3;0.2;2.4;-4.8;0.0;0.0
07.01.2024 03:00;45.7;2.6;0.2;2.7;-4.9;0.0;0.0
07.01.2024 04:00;44.0;3.0;0.2;3.0;-4.9;0.0;0.0
07.01.2024 05:00;44.1;2.6;0.1;2.7;-5.0;0.0;0.0
07.01.2024 06:00;45.4;2.4;0.1;2.5;-5.0;0.1;0.0
07.01.2024 07:00;45.0;2.3;0.1;2.3;-5.1;0.0;0.0
07.01.2024 08:00;44.2;2.5;0.1;2.6;-5.0;0.1;0.1
07.01.2024 09:00;44.9;2.7;0.3;2.8;-5.0;0.0;15.3
07.01.2024 10:00;42.4;3.0;0.2;3.4;-4.9;0.0;71.2
07.01.2024 11:00;42.8;3.1;0.2;4.1;-4.7;0.0;137.0
07.01.2024 12:00;42.8;2.8;0.4;4.0;-4.3;0.0;179.7
07.01.2024 13:00;43.1;2.4;0.2;3.5;-4.0;0.0;199.7
07.01.2024 14:00;41.6;2.7;0.2;3.9;-4.0;0.0;158.0
07.01.2024 15:00;38.7;3.3;0.2;4.4;-4.1;0.0;123.7
07.01.2024 16:00;35.2;4.2;0.2;5.2;-4.2;0.0;71.7
07.01.2024 17:00;30.9;6.0;0.3;6.4;-4.7;0.0;12.9
07.01.2024 18:00;25.7;8.0;0.6;8.1;-5.3;0.0;0.0
07.01.2024 19:00;25.3;7.7;0.7;7.9;-5.7;0.0;0.0
07.01.2024 20:00;25.8;7.2;0.8;7.3;-5.9;0.1;0.0
07.01.2024 21:00;27.3;6.8;0.9;6.9;-6.2;0.0;0.0
07.01.2024 22:00;29.7;5.7;0.6;5.8;-6.5;0.0;0.0
07.01.2024 23:00;30.6;5.2;0.6;5.2;-6.8;0.0;0.0
08.01.2024 00:00;30.8;4.9;0.5;5.0;-7.1;0.0;0.0
08.01.2024 01:00;29.9;5.0;0.8;5.1;-7.2;0.0;0.0
08.01.2024 02:00;29.2;5.2;1.0;5.3;-7.3;0.1;0.0
08.01.2024 03:00;28.2;5.2;1.6;5.2;-7.5;0.0;0.0
08.01.2024 04:00;27.3;5.1;2.3;5.1;-7.7;0.0;0.0
08.01.2024 05:00;25.8;5.0;1.9;5.0;-7.9;0.0;-0.1
08.01.2024 06:00;26.0;5.2;1.5;5.2;-8.4;0.0;-0.6
08.01.2024 07:00;21.4;9.0;2.0;9.1;-8.8;0.0;0.0
08.01.2024 08:00;23.6;8.1;3.2;8.2;-8.7;0.0;0.1
08.01.2024 09:00;25.9;6.2;2.2;6.7;-9.1;0.0;10.8
08.01.2024 10:00;31.0;3.8;0.6;5.1;-9.6;0.0;54.3
08.01.2024 11:00;29.0;6.8;1.3;11.7;-9.4;0.0;106.3
08.01.2024 12:00;29.5;9.0;1.6;16.8;-8.4;0.0;258.0
08.01.2024 13:00;27.7;8.8;1.8;18.0;-7.2;0.0;406.4
08.01.2024 14:00;33.5;4.5;2.0;8.8;-6.7;0.0;429.5
08.01.2024 15:00;35.3;4.8;2.6;8.3;-6.7;0.0;319.8
08.01.2024 16:00;34.0;6.5;3.4;9.5;-7.3;0.0;80.8
08.01.2024 17:00;32.8;7.5;3.9;8.4;-8.2;0.0;14.7
08.01.2024 18:00;27.4;11.4;4.6;11.5;-8.6;0.0;-0.1
08.01.2024 19:00;27.8;12.8;3.6;12.8;-8.8;0.0;-0.5
08.01.2024 20:00;26.7;13.3;3.4;13.3;-9.6;0.0;-0.6
08.01.2024 21:00;29.2;8.9;2.8;8.9;-9.0;0.0;-0.1
08.01.2024 22:00;31.4;6.9;2.5;7.0;-9.1;0.0;-0.4
08.01.2024 23:00;31.8;6.7;3.0;6.9;-9.4;0.0;-0.7
09.01.2024 00:00;33.9;5.9;2.9;6.1;-9.7;0.0;-0.4
09.01.2024 01:00;37.3;6.1;2.4;6.8;-9.8;0.0;-0.1
09.01.2024 02:00;46.5;5.5;2.0;6.9;-9.0;0.0;0.0
09.01.2024 03:00;58.0;2.9;0.8;3.9;-7.3;0.0;0.0
09.01.2024 04:00;61.0;1.8;0.5;1.9;-6.0;0.0;-0.3
09.01.2024 05:00;62.0;0.6;0.4;0.6;-5.7;0.0;-0.6
09.01.2024 06:00;61.3;1.9;0.4;2.1;-5.4;0.0;-0.4
09.01.2024 07:00;65.9;0.5;0.3;0.5;-5.0;0.0;-0.4
09.01.2024 08:00;64.8;0.6;0.4;0.7;-4.9;0.0;0.0
09.01.2024 09:00;61.1;1.1;0.8;1.3;-4.5;0.0;23.9
09.01.2024 10:00;58.2;3.2;1.0;4.3;-3.6;0.0;93.3
09.01.2024 11:00;56.2;4.1;0.9;6.2;-2.5;0.0;143.5
09.01.2024 12:00;53.6;6.3;1.2;9.0;-1.2;0.0;190.2
09.01.2024 13:00;51.1;9.1;1.5;13.6;-0.2;0.0;207.7
09.01.2024 14:00;51.0;10.3;1.6;14.0;0.3;0.0;176.7
09.01.2024 15:00;44.6;17.0;1.9;21.9;0.0;0.0;116.9
09.01.2024 16:00;38.7;20.2;2.9;24.2;-0.4;0.0;54.5
09.01.2024 17:00;38.2;17.9;2.2;19.6;-0.7;0.0;10.0
09.01.2024 18:00;53.6;5.8;1.4;6.1;-1.0;0.0;0.1
09.01.2024 19:00;53.2;2.4;1.1;2.4;-1.3;0.0;-0.1
09.01.2024 20:00;55.0;2.8;1.3;2.8;-1.9;0.0;-1.0
09.01.2024 21:00;48.8;6.8;1.9;7.2;-2.9;0.0;-0.6
09.01.2024 22:00;48.8;4.5;1.9;4.6;-3.2;0.0;-0.9
09.01.2024 23:00;54.6;2.4;1.5;2.6;-3.7;0.0;-0.3
10.01.2024 00:00;57.3;1.8;1.2;1.8;-3.4;0.0;0.0
10.01.2024 01:00;47.7;5.5;1.8;5.8;-4.0;0.0;0.0
10.01.2024 02:00;50.8;3.8;1.5;3.8;-3.7;0.0;-0.1
10.01.2024 03:00;50.7;2.8;1.4;2.9;-3.9;0.0;-0.3
10.01.2024 04:00;47.1;5.8;1.6;6.0;-4.3;0.0;-0.7
10.01.2024 05:00;50.0;2.2;1.5;2.3;-4.7;0.0;-1.0
10.01.2024 06:00;50.0;2.3;1.6;2.3;-5.1;0.0;-0.7
10.01.2024 07:00;50.8;2.9;1.5;3.1;-5.2;0.0;-0.6
10.01.2024 08:00;51.5;2.8;1.6;2.8;-5.5;0.0;-0.4
10.01.2024 09:00;53.4;2.8;1.5;3.0;-5.4;0.0;10.4
10.01.2024 10:00;54.2;2.3;1.2;2.8;-5.5;0.0;61.1
10.01.2024 11:00;53.3;2.1;1.4;3.0;-4.6;0.0;165.7
10.01.2024 12:00;52.6;2.1;1.4;3.2;-2.4;0.0;296.0
10.01.2024 13:00;58.8;2.6;1.5;3.6;-1.4;0.0;302.9
10.01.2024 14:00;63.9;1.7;1.8;2.2;-1.0;0.0;297.0
10.01.2024 15:00;66.5;1.4;1.2;1.8;-0.7;0.0;266.4
10.01.2024 16:00;65.7;2.1;1.3;2.4;-1.5;0.0;129.9
10.01.2024 17:00;67.9;1.5;1.2;1.6;-2.9;0.0;19.1
10.01.2024 18:00;66.6;2.5;1.1;2.6;-3.8;0.0;-0.8
10.01.2024 19:00;71.0;1.6;0.9;1.6;-4.1;0.0;-1.0
10.01.2024 20:00;68.8;1.8;0.9;1.9;-5.0;0.0;-1.1
10.01.2024 21:00;69.8;1.3;1.0;1.3;-5.1;0.0;-0.8
10.01.2024 22:00;71.1;1.0;0.7;1.1;-5.4;0.0;-0.7
10.01.2024 23:00;70.9;1.0;0.8;1.1;-5.6;0.0;-0.6
11.01.2024 00:00;71.8;0.7;0.8;0.7;-5.8;0.0;-0.9
11.01.2024 01:00;71.8;0.6;0.7;0.6;-6.0;0.0;-0.8
11.01.2024 02:00;73.9;0.4;0.5;0.5;-5.6;0.0;-0.6
11.01.2024 03:00;73.1;1.0;0.6;1.1;-5.9;0.0;-0.8
11.01.2024 04:00;74.4;0.4;0.5;0.4;-5.7;0.0;-0.5
11.01.2024 05:00;74.3;0.6;0.5;0.6;-5.7;0.0;-1.0
11.01.2024 06:00;73.3;0.8;0.7;0.8;-6.1;0.0;-0.5
11.01.2024 07:00;74.4;0.6;0.8;0.7;-5.9;0.0;-0.9
11.01.2024 08:00;74.5;1.2;0.7;1.3;-5.8;0.0;-0.3
11.01.2024 09:00;72.5;3.1;0.7;3.7;-5.9;0.0;12.9
11.01.2024 10:00;74.3;1.3;0.8;1.6;-5.4;0.0;32.9
11.01.2024 11:00;74.6;1.3;1.3;1.8;-3.7;0.0;239.6
11.01.2024 12:00;69.5;4.9;1.4;7.0;-2.1;0.0;374.5
11.01.2024 13:00;74.8;1.8;0.9;2.4;-0.4;0.0;396.8
11.01.2024 14:00;75.5;2.8;0.8;3.7;0.2;0.0;364.4
11.01.2024 15:00;73.1;4.1;0.9;5.3;0.0;0.0;279.9
11.01.2024 16:00;72.0;5.7;1.0;7.0;-0.7;0.0;158.0
11.01.2024 17:00;71.2;6.6;0.9;6.8;-1.6;0.0;27.0
11.01.2024 18:00;73.4;3.7;0.7;3.7;-3.3;0.0;-0.9
11.01.2024 19:00;75.6;2.5;0.9;2.6;-3.9;0.0;-1.3
11.01.2024 20:00;73.5;3.4;1.0;3.4;-4.5;0.0;-1.1
11.01.2024 21:00;75.7;2.3;0.7;2.4;-5.3;0.0;-1.2
11.01.2024 22:00;74.8;2.2;1.4;2.4;-6.0;0.0;-0.9
11.01.2024 23:00;77.4;1.1;1.2;1.1;-5.8;0.0;-1.1
12.01.2024 00:00;76.5;2.1;0.5;2.3;-6.2;0.0;-0.8
12.01.2024 01:00;77.7;0.8;0.5;0.9;-6.1;0.0;-0.6
12.01.2024 02:00;76.8;0.9;0.5;1.0;-6.4;0.0;-0.8
12.01.2024 03:00;76.5;0.6;0.5;0.7;-6.5;0.0;-0.8
12.01.2024 04:00;77.0;0.6;0.5;0.6;-6.2;0.0;-0.7
12.01.2024 05:00;75.9;2.0;0.4;2.2;-6.0;0.0;-0.6
12.01.2024 06:00;77.3;0.8;0.5;0.9;-5.9;0.0;-0.9
12.01.2024 07:00;76.6;0.6;0.5;0.6;-6.0;0.0;-0.9
12.01.2024 08:00;76.0;0.9;0.6;0.9;-6.4;0.0;-0.6
12.01.2024 09:00;74.7;2.3;0.6;2.4;-6.4;0.0;12.6
12.01.2024 10:00;75.1;1.9;0.7;2.5;-5.9;0.0;31.9
12.01.2024 11:00;73.6;3.3;1.5;4.4;-4.3;0.0;248.1
12.01.2024 12:00;74.7;2.1;1.0;2.9;-2.1;0.0;380.2
12.01.2024 13:00;76.4;3.2;0.7;4.4;-1.2;0.0;402.4
12.01.2024 14:00;77.7;2.1;0.9;2.8;-1.4;0.0;370.5
12.01.2024 15:00;77.2;2.9;1.9;3.8;-1.4;0.0;286.1
12.01.2024 16:00;77.9;2.8;1.8;3.4;-1.7;0.0;163.6
12.01.2024 17:00;76.1;5.9;2.4;6.2;-2.6;0.0;29.2
12.01.2024 18:00;77.0;3.9;2.7;3.9;-4.2;0.0;-1.1
12.01.2024 19:00;80.2;1.8;0.6;1.8;-5.3;0.0;-1.2
12.01.2024 20:00;80.7;2.1;0.8;2.2;-5.8;0.0;-1.1
12.01.2024 21:00;82.5;0.9;0.5;0.9;-5.9;0.0;-0.9
12.01.2024 22:00;80.9;1.8;0.3;1.9;-6.5;0.0;-1.4
12.01.2024 23:00;80.9;2.1;0.6;2.2;-6.6;0.0;-0.8
13.01.2024 00:00;83.3;1.0;0.6;1.1;-6.4;0.0;-0.8
13.01.2024 01:00;84.3;0.4;0.4;0.4;-6.8;0.0;-0.9
13.01.2024 02:00;84.8;0.6;0.3;0.6;-6.7;0.0;-1.1
13.01.2024 03:00;84.6;1.3;0.3;1.4;-6.9;0.0;-0.7
13.01.2024 04:00;83.9;1.9;0.4;2.1;-7.1;0.0;-1.1
13.01.2024 05:00;85.8;0.5;0.4;0.5;-7.1;0.0;-0.9
13.01.2024 06:00;82.3;2.5;0.4;2.7;-7.3;0.0;-1.6
13.01.2024 07:00;82.9;0.6;0.4;0.7;-7.5;0.0;-0.6
13.01.2024 08:00;81.1;1.4;0.5;1.8;-7.2;0.0;-0.7
13.01.2024 09:00;77.6;3.6;0.7;4.0;-7.1;0.0;12.9
13.01.2024 10:00;81.0;1.0;0.9;1.1;-5.7;0.0;31.9
13.01.2024 11:00;78.7;3.5;1.0;4.7;-3.5;0.0;263.1
13.01.2024 12:00;74.9;5.4;0.9;7.7;-1.9;0.0;396.6
13.01.2024 13:00;76.2;4.9;2.6;6.8;-0.9;0.0;418.1
13.01.2024 14:00;79.4;3.4;4.0;4.5;-0.1;0.0;384.9
13.01.2024 15:00;81.4;2.9;4.1;3.6;0.7;0.0;299.1
13.01.2024 16:00;81.3;4.0;3.7;4.6;0.3;0.0;173.5
13.01.2024 17:00;78.7;6.6;6.4;6.9;-1.8;0.0;31.7
13.01.2024 18:00;84.4;2.4;2.7;2.4;-3.2;0.0;-1.0
13.01.2024 19:00;84.3;3.5;1.2;3.5;-4.2;0.0;-1.5
13.01.2024 20:00;85.9;2.3;1.2;2.3;-4.2;0.0;-1.2
13.01.2024 21:00;84.3;3.1;1.3;3.2;-4.9;0.0;-1.3
13.01.2024 22:00;82.0;4.1;1.8;4.3;-5.1;0.0;-1.3
13.01.2024 23:00;79.0;5.6;1.1;6.2;-5.5;0.0;-1.1
14.01.2024 00:00;77.8;5.3;0.8;6.3;-5.6;0.0;-1.3
14.01.2024 01:00;78.8;3.7;1.1;3.9;-5.7;0.0;-0.8
14.01.2024 02:00;81.5;1.1;0.5;1.1;-5.3;0.0;-1.2
14.01.2024 03:00;78.1;3.9;0.2;4.2;-5.8;0.0;-1.2
14.01.2024 04:00;78.8;2.9;0.4;3.1;-5.8;0.0;-1.1
14.01.2024 05:00;80.1;1.8;0.3;2.0;-5.5;0.0;-0.9
14.01.2024 06:00;81.0;0.8;0.3;1.0;-5.1;0.0;-0.8
14.01.2024 07:00;80.6;1.0;0.4;1.1;-5.0;0.0;-1.4
14.01.2024 08:00;81.0;0.6;0.4;0.7;-5.4;0.0;-0.9
14.01.2024 09:00;77.8;4.2;0.5;4.8;-5.3;0.0;12.5
14.01.2024 10:00;79.7;2.4;1.1;2.7;-4.8;0.0;31.7
14.01.2024 11:00;80.3;1.3;0.4;1.7;-2.9;0.0;263.5
14.01.2024 12:00;78.8;1.7;0.3;2.2;-0.7;0.0;399.6
14.01.2024 13:00;79.5;2.5;0.8;3.2;0.9;0.0;426.2
14.01.2024 14:00;80.7;1.5;0.9;1.9;1.8;0.0;399.8
14.01.2024 15:00;80.8;3.0;1.3;3.7;1.8;0.0;303.0
14.01.2024 16:00;81.1;3.2;4.2;3.9;0.5;0.0;170.1
14.01.2024 17:00;80.6;2.8;2.6;2.9;-1.4;0.0;14.9
14.01.2024 18:00;81.5;1.8;1.6;1.9;-2.1;0.0;-0.2
14.01.2024 19:00;75.8;6.6;1.3;6.7;-2.4;0.0;-0.3
14.01.2024 20:00;80.5;2.1;0.5;2.1;-1.6;0.0;-0.1
14.01.2024 21:00;81.3;1.5;0.5;1.6;-1.1;0.0;-0.2
14.01.2024 22:00;78.0;3.5;0.7;3.6;-1.7;0.0;-0.1
14.01.2024 23:00;76.4;3.1;0.9;3.2;-2.0;0.0;-0.2
15.01.2024 00:00;79.5;1.2;0.7;1.3;-1.9;0.0;0.0
15.01.2024 01:00;79.2;1.6;0.6;1.6;-2.2;0.0;-0.3
15.01.2024 02:00;76.2;2.2;1.2;2.2;-3.4;0.0;-0.4
15.01.2024 03:00;77.7;1.3;2.1;1.3;-4.0;0.0;-0.1
15.01.2024 04:00;76.9;1.3;1.3;1.3;-4.6;0.0;0.0
15.01.2024 05:00;72.9;2.9;1.1;3.0;-4.9;0.0;0.0
15.01.2024 06:00;69.0;6.2;0.9;6.3;-4.8;0.0;0.0
15.01.2024 07:00;66.1;4.3;0.7;4.3;-5.0;0.0;0.0
