Station: Davos-Seehornwald
Rural, > 1000 m
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];PM10 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
02.11.2024 02:00;50.8;1.3;2.7;1.3;4.2;0.0;-1.0
02.11.2024 03:00;50.8;1.1;2.6;1.1;4.0;0.0;-1.1
02.11.2024 04:00;53.4;0.8;2.9;0.8;4.4;0.0;-0.9
02.11.2024 05:00;53.9;0.6;2.8;0.7;4.3;0.0;-1.1
02.11.2024 06:00;52.2;0.8;3.0;0.8;3.8;0.0;-1.1
02.11.2024 07:00;53.1;1.0;3.1;1.1;3.9;0.0;-0.6
02.11.2024 08:00;47.3;5.6;3.3;6.3;3.6;0.0;11.3
02.11.2024 09:00;50.4;3.1;3.0;3.5;4.0;0.0;28.6
02.11.2024 10:00;53.9;1.5;2.9;2.0;6.5;0.0;277.6
02.11.2024 11:00;58.0;1.9;3.1;2.5;9.2;0.0;436.8
02.11.2024 12:00;67.4;0.8;4.3;0.9;11.1;0.0;491.5
02.11.2024 13:00;66.3;0.9;4.4;1.0;11.6;0.0;490.3
02.11.2024 14:00;68.8;0.9;5.1;1.0;11.8;0.0;434.5
02.11.2024 15:00;70.2;1.3;4.6;1.5;11.8;0.0;330.7
02.11.2024 16:00;66.9;1.6;5.1;1.8;11.2;0.0;192.7
02.11.2024 17:00;57.5;3.1;3.9;3.3;10.1;0.0;35.0
02.11.2024 18:00;49.1;5.0;3.5;5.0;8.2;0.0;-0.9
02.11.2024 19:00;51.3;2.9;3.5;2.9;7.6;0.0;-1.2
02.11.2024 20:00;46.8;4.3;3.1;4.6;6.5;0.0;-1.4
02.11.2024 21:00;49.8;1.9;3.0;1.9;6.2;0.0;-1.3
02.11.2024 22:00;51.7;1.2;2.4;1.2;6.1;0.0;-1.0
02.11.2024 23:00;51.8;1.1;2.2;1.1;5.8;0.0;-1.1
03.11.2024 00:00;53.4;1.2;1.9;1.2;6.2;0.0;-1.0
03.11.2024 01:00;50.8;1.7;1.4;2.0;5.8;0.0;-1.4
03.11.2024 02:00;51.4;2.0;1.5;2.1;6.0;0.0;-1.1
03.11.2024 03:00;54.2;0.7;1.3;0.7;6.3;0.0;-1.0
03.11.2024 04:00;54.2;0.5;1.3;0.5;6.2;0.0;-1.2
03.11.2024 05:00;52.7;0.6;2.2;0.5;5.6;0.0;-1.4
03.11.2024 06:00;51.9;0.8;1.6;0.8;5.2;0.0;-1.3
03.11.2024 07:00;55.0;0.8;1.4;0.8;5.6;0.0;-0.8
03.11.2024 08:00;56.6;0.7;1.6;0.7;5.7;0.0;10.3
03.11.2024 09:00;58.3;1.0;1.7;1.0;6.3;0.0;27.3
03.11.2024 10:00;56.8;1.6;1.6;2.0;8.5;0.0;261.8
03.11.2024 11:00;53.9;2.8;2.0;3.8;11.0;0.0;433.7
03.11.2024 12:00;62.6;1.2;1.6;1.5;12.7;0.0;485.9
03.11.2024 13:00;65.0;1.3;2.3;1.5;13.4;0.0;479.4
03.11.2024 14:00;64.8;1.1;2.7;1.3;13.5;0.0;428.2
03.11.2024 15:00;68.8;1.2;2.6;1.4;14.0;0.0;325.2
03.11.2024 16:00;65.9;1.5;2.4;1.7;13.0;0.0;189.6
03.11.2024 17:00;64.3;1.4;2.6;1.5;11.2;0.0;28.8
03.11.2024 18:00;62.2;2.4;2.3;2.4;9.7;0.0;-1.4
03.11.2024 19:00;60.5;3.5;2.5;3.5;8.3;0.0;-1.9
03.11.2024 20:00;58.3;4.4;2.3;4.6;6.9;0.0;-1.9
03.11.2024 21:00;62.8;1.4;1.9;1.4;6.4;0.0;-1.4
03.11.2024 22:00;65.3;1.1;2.0;1.1;6.7;0.0;-1.3
03.11.2024 23:00;66.3;0.7;3.2;0.7;6.6;0.0;-1.2
04.11.2024 00:00;65.0;0.7;2.7;0.6;5.8;0.0;-1.6
04.11.2024 01:00;65.8;0.7;2.8;0.7;5.7;0.0;-1.3
04.11.2024 02:00;67.8;0.5;3.0;0.5;5.8;0.0;-1.1
04.11.2024 03:00;66.9;0.6;1.7;0.6;5.4;0.0;-1.5
04.11.2024 04:00;67.9;0.4;1.6;0.4;5.4;0.0;-1.2
04.11.2024 05:00;68.7;0.5;2.1;0.5;5.7;0.0;-1.1
04.11.2024 06:00;69.6;0.4;1.8;0.4;5.8;0.0;-1.2
04.11.2024 07:00;68.8;1.1;1.8;1.2;5.6;0.0;-1.5
04.11.2024 08:00;67.8;1.5;1.5;1.8;5.1;0.0;9.5
04.11.2024 09:00;67.9;2.0;1.4;2.2;5.5;0.0;26.1
04.11.2024 10:00;67.5;2.1;1.5;2.5;7.9;0.0;254.8
04.11.2024 11:00;71.5;0.9;1.3;1.1;10.8;0.0;441.7
04.11.2024 12:00;78.0;0.4;1.7;0.5;12.9;0.0;495.0
04.11.2024 13:00;77.2;0.7;2.1;0.8;13.9;0.0;493.3
04.11.2024 14:00;77.2;1.0;3.2;1.2;14.3;0.0;437.1
04.11.2024 15:00;76.6;1.2;3.5;1.4;14.0;0.0;330.3
04.11.2024 16:00;73.6;1.8;3.1;1.9;13.0;0.0;189.7
04.11.2024 17:00;67.3;3.1;2.5;3.2;11.4;0.0;30.3
04.11.2024 18:00;65.2;2.5;2.0;2.5;8.9;0.0;-1.7
04.11.2024 19:00;66.1;2.2;2.1;2.2;7.9;0.0;-1.5
04.11.2024 20:00;65.5;1.7;1.7;1.8;7.1;0.0;-1.4
04.11.2024 21:00;63.4;2.8;2.0;2.9;6.7;0.0;-1.3
04.11.2024 22:00;63.3;1.2;1.5;1.2;6.4;0.0;-1.4
04.11.2024 23:00;63.2;1.2;1.6;1.2;6.4;0.0;-1.3
05.11.2024 00:00;63.1;1.1;1.5;1.1;6.0;0.0;-1.2
05.11.2024 01:00;63.0;1.8;1.5;1.8;6.0;0.0;-1.2
05.11.2024 02:00;63.7;2.5;1.7;2.9;5.9;0.0;-1.2
05.11.2024 03:00;65.3;0.6;1.3;0.6;5.4;0.0;-1.7
05.11.2024 04:00;65.1;0.9;1.4;0.9;4.9;0.0;-1.4
05.11.2024 05:00;67.0;0.9;1.2;0.9;5.1;0.0;-1.2
05.11.2024 06:00;68.3;0.8;1.2;0.9;5.2;0.0;-0.8
05.11.2024 07:00;68.1;0.9;1.5;0.9;5.2;0.0;-1.3
05.11.2024 08:00;67.1;1.3;1.1;1.3;5.2;0.0;9.3
05.11.2024 09:00;66.4;2.4;1.4;2.5;5.7;0.0;27.3
05.11.2024 10:00;67.4;1.8;1.2;2.1;7.2;0.0;212.3
05.11.2024 11:00;65.1;1.6;1.4;1.9;9.8;0.0;348.3
05.11.2024 12:00;70.2;1.8;2.0;2.1;11.0;0.0;393.5
05.11.2024 13:00;75.0;0.5;1.8;0.5;11.9;0.0;356.5
05.11.2024 14:00;72.9;1.1;2.7;1.2;11.8;0.0;334.8
05.11.2024 15:00;70.3;1.2;3.2;1.3;12.0;0.0;304.8
05.11.2024 16:00;66.9;1.6;5.6;1.7;11.5;0.0;207.5
05.11.2024 17:00;63.8;2.7;5.9;2.7;9.7;0.0;35.0
05.11.2024 18:00;61.5;2.7;6.8;2.7;8.6;0.0;-0.9
05.11.2024 19:00;56.4;3.0;6.4;3.0;7.4;0.0;-1.8
05.11.2024 20:00;52.6;1.0;8.4;1.0;6.1;0.0;-1.4
05.11.2024 21:00;52.0;0.9;9.7;0.9;5.7;0.0;-1.3
05.11.2024 22:00;51.1;0.9;10.2;0.9;5.3;0.0;-1.2
05.11.2024 23:00;51.3;0.8;10.3;0.8;5.2;0.0;-1.1
06.11.2024 00:00;49.6;1.5;10.2;1.5;4.8;0.0;-1.1
06.11.2024 01:00;49.2;1.2;10.3;1.2;4.3;0.0;-1.2
06.11.2024 02:00;49.1;0.8;9.7;0.8;4.0;0.0;-1.1
06.11.2024 03:00;49.2;0.6;10.4;0.6;3.8;0.0;-1.0
06.11.2024 04:00;50.2;0.5;9.9;0.5;4.0;0.0;-0.8
06.11.2024 05:00;49.3;0.5;8.7;0.5;3.5;0.0;-1.0
06.11.2024 06:00;49.2;0.5;9.3;0.5;3.3;0.0;-1.0
06.11.2024 07:00;47.9;0.9;9.8;0.9;3.0;0.0;-0.9
06.11.2024 08:00;47.0;1.9;11.0;2.0;3.3;0.0;11.6
06.11.2024 09:00;46.2;3.1;10.9;3.5;3.8;0.0;41.7
06.11.2024 10:00;44.1;2.9;10.9;3.7;5.7;0.0;200.4
06.11.2024 11:00;51.0;1.2;13.4;1.6;7.9;0.0;376.9
06.11.2024 12:00;61.2;0.5;22.4;0.5;9.9;0.0;458.5
06.11.2024 13:00;60.6;0.7;24.6;0.8;10.3;0.0;439.8
06.11.2024 14:00;59.2;1.0;24.5;1.1;9.9;0.0;312.1
06.11.2024 15:00;58.6;1.4;23.9;1.7;9.8;0.0;285.5
06.11.2024 16:00;57.7;1.5;22.4;1.7;9.4;0.0;178.7
06.11.2024 17:00;55.4;2.3;19.6;2.4;8.4;0.0;23.8
06.11.2024 18:00;46.6;2.9;16.8;2.9;6.7;0.0;-1.4
06.11.2024 19:00;44.0;3.2;18.0;3.2;5.5;0.0;-1.4
06.11.2024 20:00;46.0;2.2;18.2;2.2;5.1;0.0;-0.9
06.11.2024 21:00;49.2;1.1;17.7;1.1;4.9;0.0;-1.1
06.11.2024 22:00;49.8;1.1;16.7;1.0;4.4;0.0;-1.0
06.11.2024 23:00;49.9;1.5;15.9;1.5;4.0;0.0;-1.1
07.11.2024 00:00;52.0;1.2;13.6;1.2;4.2;0.0;-0.8
07.11.2024 01:00;53.3;0.7;11.3;0.7;4.2;0.0;-1.1
07.11.2024 02:00;54.9;0.7;8.9;0.7;4.3;0.0;-0.9
07.11.2024 03:00;54.6;1.4;8.0;1.5;4.1;0.0;-1.1
07.11.2024 04:00;57.1;0.6;7.1;0.6;4.2;0.0;-0.9
07.11.2024 05:00;59.2;0.5;6.4;0.5;4.5;0.0;-1.1
07.11.2024 06:00;58.8;0.6;6.0;0.5;4.0;0.0;-1.3
07.11.2024 07:00;57.9;1.3;4.6;1.3;3.4;0.0;-1.2
07.11.2024 08:00;56.3;2.3;3.9;2.4;3.1;0.0;9.9
07.11.2024 09:00;55.4;3.0;3.0;3.4;3.3;0.0;36.5
07.11.2024 10:00;;;3.2;;5.4;0.0;219.4
07.11.2024 11:00;;;3.9;;7.6;0.0;392.8
07.11.2024 12:00;;1.2;;1.4;9.8;0.0;487.3
07.11.2024 13:00;70.2;1.2;3.8;1.5;10.9;;466.2
07.11.2024 14:00;71.9;0.9;3.6;1.0;11.7;0.0;425.4
07.11.2024 15:00;69.2;1.3;4.9;1.5;11.1;0.0;324.2
07.11.2024 16:00;67.8;1.7;5.7;1.8;10.0;0.0;170.0
07.11.2024 17:00;65.9;2.7;4.4;2.7;8.5;0.0;19.8
07.11.2024 18:00;60.0;3.4;3.1;3.4;6.2;0.0;-1.6
07.11.2024 19:00;60.4;2.9;2.4;2.8;5.2;0.0;-1.4
07.11.2024 20:00;62.3;1.4;2.3;1.4;4.9;0.0;-1.2
07.11.2024 21:00;60.1;1.9;2.4;2.0;4.2;0.0;-1.4
07.11.2024 22:00;61.4;1.1;2.6;1.1;4.2;0.0;-1.1
07.11.2024 23:00;61.1;1.0;2.9;0.9;3.9;0.0;-1.2
08.11.2024 00:00;61.0;0.9;2.7;0.9;3.6;0.0;-1.3
08.11.2024 01:00;58.9;1.7;3.1;1.8;3.1;0.0;-1.2
08.11.2024 02:00;59.8;1.4;2.7;1.5;3.1;0.0;-1.2
08.11.2024 03:00;60.0;0.7;2.7;0.7;2.9;0.0;-1.1
08.11.2024 04:00;57.8;0.8;2.5;0.8;2.0;0.0;-1.2
08.11.2024 05:00;58.0;0.7;2.7;0.7;1.9;0.0;-1.1
08.11.2024 06:00;59.8;0.8;2.4;0.8;2.2;0.0;-0.8
08.11.2024 07:00;59.9;0.9;3.3;0.8;2.3;0.0;-1.1
08.11.2024 08:00;59.9;2.1;3.5;2.2;2.4;0.0;8.7
08.11.2024 09:00;59.5;2.9;3.7;3.1;2.7;0.0;26.9
08.11.2024 10:00;57.1;3.1;3.8;3.8;4.3;0.0;210.7
08.11.2024 11:00;59.4;2.9;5.2;3.9;6.8;0.0;405.9
08.11.2024 12:00;66.6;1.6;7.4;2.0;8.9;0.0;457.7
08.11.2024 13:00;71.0;1.2;6.1;1.4;10.2;0.0;456.0
08.11.2024 14:00;74.9;0.6;4.7;0.7;11.0;0.0;397.5
08.11.2024 15:00;74.0;0.9;4.9;0.9;10.9;0.0;299.9
08.11.2024 16:00;71.6;1.5;5.2;1.6;10.0;0.0;141.0
08.11.2024 17:00;63.7;4.5;4.4;4.7;8.1;0.0;16.7
08.11.2024 18:00;59.8;3.5;5.0;3.5;6.2;0.0;-1.4
08.11.2024 19:00;60.9;3.2;4.7;3.2;5.6;0.0;-0.9
08.11.2024 20:00;61.0;2.8;5.2;2.8;5.4;0.0;-0.7
08.11.2024 21:00;61.6;1.5;3.8;1.5;5.3;0.0;-0.7
08.11.2024 22:00;56.5;3.0;3.9;3.6;4.7;0.0;-0.2
08.11.2024 23:00;53.2;5.2;4.6;5.8;4.6;0.0;-0.2
09.11.2024 00:00;56.3;2.7;4.0;2.8;4.8;0.0;-0.2
09.11.2024 01:00;59.0;1.8;4.2;1.7;5.1;0.0;-0.6
09.11.2024 02:00;60.6;1.3;4.0;1.3;5.1;0.0;-0.6
09.11.2024 03:00;59.9;2.7;4.1;3.1;4.7;0.0;-1.0
09.11.2024 04:00;60.8;1.5;4.2;1.6;4.6;0.0;-0.3
09.11.2024 05:00;60.4;0.7;4.2;0.7;4.4;0.0;-0.9
09.11.2024 06:00;56.8;1.6;4.3;1.6;3.6;0.0;-0.7
09.11.2024 07:00;55.4;2.0;3.9;2.0;2.8;0.0;-1.3
09.11.2024 08:00;58.3;1.5;4.4;1.6;3.0;0.0;7.5
09.11.2024 09:00;57.1;2.5;4.8;2.7;3.1;0.0;29.0
09.11.2024 10:00;55.3;3.5;4.7;4.9;4.3;0.0;178.8
09.11.2024 11:00;59.6;1.8;4.7;2.4;6.4;0.0;368.3
09.11.2024 12:00;63.6;1.5;4.7;1.8;8.5;0.0;418.5
09.11.2024 13:00;65.9;1.8;5.4;2.2;9.5;0.0;417.7
09.11.2024 14:00;68.6;1.0;5.0;1.1;9.7;0.0;392.5
09.11.2024 15:00;69.1;1.5;5.3;1.7;9.3;0.0;270.2
09.11.2024 16:00;68.0;1.6;5.6;1.7;8.2;0.0;115.7
09.11.2024 17:00;65.1;2.1;5.3;2.2;7.0;0.0;26.8
09.11.2024 18:00;64.4;1.6;4.2;1.5;5.9;0.0;-1.4
09.11.2024 19:00;63.1;1.3;4.2;1.3;5.0;0.0;-1.4
09.11.2024 20:00;54.7;3.7;3.5;3.9;3.6;0.0;-1.3
09.11.2024 21:00;53.1;4.0;3.7;4.0;3.0;0.0;-1.1
09.11.2024 22:00;54.0;1.8;3.4;1.8;2.3;0.0;-1.1
09.11.2024 23:00;54.3;1.3;3.7;1.3;2.0;0.0;-0.9
10.11.2024 00:00;54.8;1.0;3.3;1.0;2.1;0.0;-1.0
10.11.2024 01:00;52.5;2.5;3.3;2.6;1.7;0.0;-0.9
10.11.2024 02:00;54.6;1.1;3.1;1.1;1.6;0.0;-0.8
10.11.2024 03:00;54.2;1.1;3.4;1.1;1.5;0.0;-0.7
10.11.2024 04:00;54.8;0.6;3.5;0.6;1.4;0.0;-1.2
10.11.2024 05:00;55.9;0.7;3.7;0.6;1.4;0.0;-0.8
10.11.2024 06:00;55.3;0.9;3.4;0.9;1.2;0.0;-0.9
10.11.2024 07:00;54.3;1.4;3.8;1.4;1.1;0.0;-0.7
10.11.2024 08:00;54.7;0.9;4.0;0.9;1.1;0.0;7.0
10.11.2024 09:00;53.3;1.2;3.4;1.3;1.2;0.0;25.7
10.11.2024 10:00;56.5;1.2;3.9;1.3;3.0;0.0;182.9
10.11.2024 11:00;61.4;0.8;4.2;0.9;5.4;0.0;391.0
10.11.2024 12:00;68.3;0.7;5.1;0.7;7.1;0.0;444.3
10.11.2024 13:00;68.1;0.7;5.7;0.7;7.8;0.0;444.3
10.11.2024 14:00;68.7;0.7;6.2;0.7;8.1;0.0;391.4
10.11.2024 15:00;68.5;0.8;5.8;0.9;8.2;0.0;289.8
10.11.2024 16:00;64.4;1.4;6.8;1.5;7.0;0.0;154.7
10.11.2024 17:00;60.1;2.8;6.9;2.8;5.0;0.0;17.7
10.11.2024 18:00;62.3;1.3;6.3;1.3;4.4;0.0;-1.0
10.11.2024 19:00;55.1;3.7;5.8;3.7;3.4;0.0;-1.5
10.11.2024 20:00;49.9;4.3;5.2;4.7;2.3;0.0;-1.2
10.11.2024 21:00;48.6;4.3;5.9;4.3;1.7;0.0;-1.1
10.11.2024 22:00;48.8;2.6;4.8;2.6;1.0;0.0;-1.1
10.11.2024 23:00;49.5;1.6;4.4;1.6;0.9;0.0;-0.9
11.11.2024 00:00;47.6;3.0;4.6;3.1;0.5;0.0;-0.7
11.11.2024 01:00;49.5;1.7;4.6;1.8;0.4;0.0;-1.1
11.11.2024 02:00;51.5;1.0;4.6;1.0;0.2;0.0;-1.0
11.11.2024 03:00;53.2;0.7;4.4;0.7;0.0;0.0;-0.7
11.11.2024 04:00;53.1;0.7;6.0;0.7;-0.3;0.0;-0.9
11.11.2024 05:00;53.7;1.0;4.3;1.1;-0.4;0.0;-1.1
11.11.2024 06:00;54.1;2.5;3.6;2.7;-0.7;0.0;-0.9
11.11.2024 07:00;57.7;1.0;3.7;1.0;-0.7;0.0;-0.9
11.11.2024 08:00;59.0;2.4;3.1;2.5;-1.0;0.0;6.8
11.11.2024 09:00;58.9;3.3;2.3;3.5;-0.9;0.0;24.6
11.11.2024 10:00;66.3;2.0;2.6;2.4;1.1;0.0;177.6
11.11.2024 11:00;78.7;0.5;2.5;0.5;4.3;0.0;398.0
11.11.2024 12:00;80.4;0.4;2.4;0.4;5.4;0.0;453.2
11.11.2024 13:00;76.5;0.8;2.7;0.9;5.9;0.0;451.2
11.11.2024 14:00;76.1;0.7;3.3;0.7;6.6;0.0;394.8
11.11.2024 15:00;73.7;1.0;3.6;1.2;6.3;0.0;284.4
11.11.2024 16:00;66.9;1.9;5.3;2.1;4.4;0.0;159.0
11.11.2024 17:00;65.2;3.5;5.7;3.5;3.1;0.0;17.0
11.11.2024 18:00;64.1;4.4;7.1;4.4;2.4;0.0;-0.4
11.11.2024 19:00;65.3;2.7;5.7;2.7;2.4;0.0;-0.5
11.11.2024 20:00;60.8;5.6;4.8;5.6;2.0;0.0;-0.5
11.11.2024 21:00;64.7;2.0;4.8;2.0;1.9;0.0;0.0
11.11.2024 22:00;62.1;2.3;4.7;2.3;1.8;0.0;-0.3
11.11.2024 23:00;51.7;5.0;6.0;5.0;1.2;0.0;-0.4
12.11.2024 00:00;34.7;6.3;9.3;6.3;-0.8;0.0;-0.6
12.11.2024 01:00;29.6;6.5;5.8;6.5;-1.1;0.0;0.0
12.11.2024 02:00;29.6;6.1;5.5;6.1;-1.0;0.0;-0.4
12.11.2024 03:00;31.1;5.6;2.3;5.6;-1.0;0.1;-1.0
12.11.2024 04:00;23.5;6.4;1.7;6.4;-1.2;0.1;-0.9
12.11.2024 05:00;19.7;7.2;0.9;7.3;-1.5;0.0;-1.0
12.11.2024 06:00;15.9;8.0;0.6;8.0;-1.8;0.0;-1.3
12.11.2024 07:00;15.6;8.2;0.8;8.3;-1.9;0.0;-1.5
12.11.2024 08:00;16.6;7.9;1.6;8.2;-2.0;0.0;8.6
12.11.2024 09:00;17.6;7.3;2.7;9.3;-1.6;0.0;74.6
12.11.2024 10:00;24.4;5.3;2.2;7.9;-1.6;0.0;178.8
12.11.2024 11:00;24.6;4.7;2.1;7.7;-0.6;0.0;313.7
12.11.2024 12:00;25.1;5.3;4.0;9.4;0.0;0.0;410.5
12.11.2024 13:00;24.3;5.2;3.7;9.6;0.4;0.0;420.6
12.11.2024 14:00;27.0;4.7;3.7;8.0;0.8;0.0;344.3
12.11.2024 15:00;25.9;5.2;4.3;8.0;0.3;0.0;260.5
12.11.2024 16:00;24.2;6.7;5.2;8.6;0.0;0.0;100.3
12.11.2024 17:00;25.2;8.7;4.9;9.5;0.1;0.0;16.4
12.11.2024 18:00;28.5;7.1;4.3;7.1;-0.4;0.0;-0.7
12.11.2024 19:00;28.0;5.9;3.3;5.9;-1.0;0.0;-1.0
12.11.2024 20:00;33.3;3.8;3.1;3.9;-1.6;0.0;-1.1
12.11.2024 21:00;40.6;2.8;3.2;2.8;-1.7;0.0;-0.6
12.11.2024 22:00;45.5;2.0;3.0;2.0;-2.0;0.0;-1.0
12.11.2024 23:00;50.3;1.8;2.5;1.8;-2.1;0.0;-0.8
13.11.2024 00:00;55.4;1.2;2.7;1.2;-2.1;0.0;-0.7
13.11.2024 01:00;57.6;1.0;2.6;0.9;-2.3;0.0;-1.0
13.11.2024 02:00;61.8;0.8;2.1;0.8;-1.8;0.0;-0.7
13.11.2024 03:00;60.5;0.9;2.0;0.9;-2.2;0.0;-0.9
13.11.2024 04:00;62.6;0.8;1.9;0.8;-2.1;0.0;-1.1
13.11.2024 05:00;61.2;1.1;2.1;1.1;-2.4;0.0;-1.0
13.11.2024 06:00;62.5;0.9;2.1;0.9;-2.6;0.0;-1.0
13.11.2024 07:00;62.4;1.2;2.0;1.2;-2.8;0.0;-1.0
13.11.2024 08:00;59.8;2.4;2.5;2.4;-3.1;0.0;6.2
13.11.2024 09:00;61.3;2.2;2.6;2.5;-2.9;0.0;25.1
13.11.2024 10:00;66.4;1.6;2.0;1.9;-1.5;0.0;180.2
13.11.2024 11:00;67.9;1.7;3.1;2.1;0.9;0.0;347.8
13.11.2024 12:00;67.5;1.8;4.1;2.1;1.9;0.0;266.2
13.11.2024 13:00;68.5;2.0;3.8;2.3;2.8;0.0;308.0
13.11.2024 14:00;64.8;2.3;3.4;2.8;2.2;0.0;354.2
13.11.2024 15:00;60.2;2.5;3.2;3.0;1.4;0.0;239.7
13.11.2024 16:00;50.5;2.7;4.0;2.9;-0.5;0.0;103.6
13.11.2024 17:00;38.3;5.3;5.3;5.5;-1.4;0.0;24.7
13.11.2024 18:00;29.8;7.2;4.7;7.2;-2.0;0.0;0.0
13.11.2024 19:00;27.0;6.7;2.9;6.7;-2.1;0.0;-0.2
13.11.2024 20:00;23.3;7.4;1.5;7.5;-2.3;0.2;-0.2
13.11.2024 21:00;24.7;7.0;1.3;7.0;-2.6;0.3;-0.3
13.11.2024 22:00;30.7;6.2;0.9;6.2;-2.6;0.0;0.0
13.11.2024 23:00;36.7;5.2;0.8;5.2;-2.7;0.1;-0.1
14.11.2024 00:00;27.5;6.4;0.8;6.4;-3.0;0.0;0.0
14.11.2024 01:00;21.4;7.2;0.8;7.2;-3.3;0.0;0.0
14.11.2024 02:00;26.3;6.0;1.2;6.0;-3.5;0.0;0.0
14.11.2024 03:00;26.1;6.0;1.8;6.0;-3.9;0.0;-0.4
14.11.2024 04:00;25.7;6.0;2.1;6.0;-4.1;0.0;-0.1
14.11.2024 05:00;28.2;5.5;2.7;5.5;-4.3;0.0;-0.5
14.11.2024 06:00;30.0;5.3;3.0;5.2;-4.5;0.0;0.0
14.11.2024 07:00;32.4;5.1;2.6;5.1;-4.8;0.0;-0.4
14.11.2024 08:00;28.5;7.3;2.7;7.6;-5.2;0.0;6.1
14.11.2024 09:00;33.1;5.0;1.7;6.1;-5.9;0.0;26.8
14.11.2024 10:00;35.7;4.8;1.5;7.4;-5.9;0.0;141.4
14.11.2024 11:00;33.6;6.7;2.0;11.3;-4.4;0.0;392.2
14.11.2024 12:00;51.2;2.5;1.7;3.5;-2.8;0.0;449.6
14.11.2024 13:00;58.3;1.8;0.6;2.2;-1.8;0.0;437.0
14.11.2024 14:00;64.6;1.1;0.4;1.3;-1.0;0.0;388.9
14.11.2024 15:00;60.7;1.9;1.7;2.3;-1.7;0.0;286.6
14.11.2024 16:00;59.6;2.1;0.9;2.4;-1.6;0.0;180.4
14.11.2024 17:00;56.7;3.7;1.0;3.8;-2.2;0.0;13.7
14.11.2024 18:00;47.7;7.2;1.9;7.2;-3.2;0.0;-0.9
14.11.2024 19:00;51.4;5.4;1.0;5.4;-3.8;0.0;-0.9
14.11.2024 20:00;56.5;2.1;0.5;2.1;-4.3;0.0;-0.7
14.11.2024 21:00;55.1;3.3;0.5;3.4;-4.6;0.0;-0.9
14.11.2024 22:00;54.8;3.4;0.9;3.5;-4.7;0.0;-0.7
14.11.2024 23:00;55.0;2.4;0.9;2.4;-4.7;0.0;-0.6
15.11.2024 00:00;56.4;2.2;0.5;2.3;-4.6;0.0;-0.6
15.11.2024 01:00;55.9;2.6;0.5;2.7;-4.7;0.0;-0.7
15.11.2024 02:00;58.3;0.7;0.6;0.7;-4.2;0.0;-0.5
15.11.2024 03:00;59.0;0.4;0.9;0.4;-4.1;0.0;-0.8
15.11.2024 04:00;57.9;0.5;1.1;0.5;-4.2;0.0;-0.8
15.11.2024 05:00;60.2;0.4;1.0;0.4;-3.6;0.0;-0.4
15.11.2024 06:00;58.6;0.5;0.9;0.4;-3.8;0.0;-0.8
15.11.2024 07:00;58.3;1.3;0.7;1.3;-3.7;0.0;-0.9
15.11.2024 08:00;56.4;2.4;0.8;2.8;-3.9;0.0;5.4
15.11.2024 09:00;56.1;1.7;0.7;1.9;-3.4;0.0;23.4
15.11.2024 10:00;59.0;1.4;0.6;1.7;-1.5;0.0;134.2
15.11.2024 11:00;59.1;1.6;0.6;2.2;1.0;0.0;382.8
15.11.2024 12:00;55.8;4.8;1.2;7.1;3.6;0.0;436.6
15.11.2024 13:00;64.0;2.1;2.2;2.9;5.2;0.0;436.5
15.11.2024 14:00;64.6;1.5;2.2;2.0;5.9;0.0;382.6
15.11.2024 15:00;63.4;2.2;1.2;2.7;6.5;0.0;279.9
15.11.2024 16:00;56.2;4.2;2.6;4.9;5.4;0.0;146.1
15.11.2024 17:00;52.8;5.4;2.3;5.6;4.0;0.0;12.0
15.11.2024 18:00;54.6;5.2;2.2;5.2;2.6;0.0;-1.4
15.11.2024 19:00;56.7;3.3;1.4;3.4;1.4;0.0;-1.3
15.11.2024 20:00;59.1;2.0;0.9;2.0;1.3;0.0;-1.0
15.11.2024 21:00;60.7;1.3;0.6;1.2;1.4;0.0;-1.0
15.11.2024 22:00;61.6;1.3;0.5;1.3;1.3;0.0;-1.0
15.11.2024 23:00;62.6;1.5;0.7;1.5;0.9;0.0;-0.9
16.11.2024 00:00;64.5;1.1;0.5;1.0;1.1;0.0;-1.0
16.11.2024 01:00;64.2;1.9;0.4;2.2;0.8;0.0;-1.0
16.11.2024 02:00;66.1;1.3;0.3;1.3;1.1;0.0;-1.0
16.11.2024 03:00;64.8;1.2;0.4;1.2;0.6;0.0;-1.1
16.11.2024 04:00;67.0;0.5;0.3;0.5;0.9;0.0;-1.0
16.11.2024 05:00;67.7;0.8;0.3;0.9;1.2;0.0;-0.7
16.11.2024 06:00;69.6;0.8;0.4;0.8;1.9;0.0;-1.0
16.11.2024 07:00;68.0;1.6;0.6;1.7;1.5;0.0;-1.1
16.11.2024 08:00;70.7;0.7;0.8;0.7;2.2;0.0;4.8
16.11.2024 09:00;69.2;1.2;1.0;1.3;2.0;0.0;21.7
16.11.2024 10:00;69.5;1.5;1.1;1.7;3.4;0.0;127.4
16.11.2024 11:00;72.0;0.8;1.5;0.9;6.8;0.0;377.3
16.11.2024 12:00;73.1;1.8;1.1;2.1;8.7;0.0;432.3
16.11.2024 13:00;77.1;1.2;2.8;1.4;9.4;0.0;433.5
